instrument_token,tradingsymbol,lot_size
50968836,MAMFGETINAV,1
50969092,MOMOMENINAV,1
50969348,TECHINAV,1
50969604,HEALTHYINAV,1
50969860,BSLNIFTINAV,1
50970116,ICICI5GINAV,1
50970372,MAM150EINAV,1
50970628,MOLOWVOINAV,1
50970884,ICICSENNAV,1
50971140,LIQUIDBINAV,1
50971396,NIFTYBEINAV,1
50971652,JUNIORBINAV,1
50971908,BANKBEEINAV,1
50972164,KOTAKPSINAV,1
50972420,PSUBNKBINAV,1
50972676,SHARIABINAV,1
50972932,QNIFTYINAV,1
50973188,MOM50INAV,1
50973444,KOTAKBKINAV,1
50973700,SETFNIFINAV,1
50973956,SETFN50INAV,1
50974212,MOHEALTINAV,1
50974468,ICMOM30INAV,1
50974724,HDFF100INAV,1
50974980,HDFNX50INAV,1
50975236,ICICINFNAV,1
50975492,DSPSILINAV,1
50975748,NIFQTYINAV,1
50976004,MOM30INAV,1
50976260,MOQUALTINAV,1
50976516,MOVALUEINAV,1
50976772,HDFCSIINAV,1
50977028,HDFQUALINAV,1
50977284,HDFGROWINAV,1
50977540,HDFVALUINAV,1
50977796,HDFMOMEINAV,1
50978052,HDFCLOLINAV,1
50978308,HDFCBANINAV,1
50978564,HDFCNITINAV,1
50978820,ICICINAV,1
50979076,EBBEINAV,1
50979332,ICIC01INAV,1
50979588,ICIC02INAV,1
50979844,DSPBINAV,1
50980100,HDFCINAV,1
50980356,HDFC01INAV,1
50980612,HDFC02INAV,1
50980868,MAGOINAV,1
50981124,PSUBINAV,1
50981380,ABSLINAV,1
50981636,AXISINAV,1
50981892,MANVINAV,1
50982148,MAGSINAV,1
50982404,SILVINAV,1
50982660,DSPGINAV,1
50982916,MASIINAV,1
50983172,DSPIINAV,1
50983428,BANKINAV,1
50983684,LIQUINAV,1
50983940,DSPPINAV,1
50984196,DSPSINAV,1
50984452,DSPP01INAV,1
50984708,ICIC03INAV,1
50984964,HDFC03INAV,1
50985220,NIFMINAV,1
50985476,NAVIINAV,1
50985732,SENSINAV,1
50985988,ALPHINAV,1
50986244,ITETINAV,1
50986500,LIQU01INAV,1
50986756,BBNPINAV,1
50987012,LIQU02INAV,1
50987268,BANK01INAV,1
50987524,NIFTINAV,1
50987780,NIFIINAV,1
50988036,NIF1INAV,1
50988292,NIF5INAV,1
50988548,HEALINAV,1
50988804,HDFC04INAV,1
50989060,LICNINAV,1
50989316,SMALINAV,1
50989572,GOLDINAV,1
50989828,LIQU03INAV,1
50990084,MIDSINAV,1
50990340,LIQU04INAV,1
50990596,TOP1INAV,1
50990852,MID1INAV,1
50991108,BBNP01INAV,1
50991364,SBISINAV,1
50991620,LIQU05INAV,1
50991876,ABGSINAV,1
50992132,EVININAV,1
50992388,SBININAV,1
50992644,OILIINAV,1
50992900,ABSL01INAV,1
50993156,GSECINAV,1
50993412,METAINAV,1
50993668,MULTINAV,1
50993924,TOP101INAV,1
50994180,BANK02INAV,1
50994436,META01INAV,1
50994692,VAL3INAV,1
50994948,LIQU06INAV,1
128000516,ABB,1
128000772,AEGISLOG,1
128002052,ARE&M,1
128002308,AMBALALSA,1
128003076,ANDHRAPET,1
128003332,ANSALAPI,1
128003588,UTIQUE,1
128004100,ARUNAHTEL,1
128005124,BOMDYEING,1
128005892,ASIANHOTNR,1
128006916,ATUL,1
128007172,ATVPR,1
128007940,BAJAJELEC,1
128008196,BAJAJHIND,1
128008452,FORCEMOT,1
128008708,BAJFINANCE,1
128009732,BALRAMCHIN,1
128009988,BANCOINDIA,1
128010244,ABREL,1
128010500,BANARISUG,1
128010756,BASF,1
128011012,BATAINDIA,1
128012292,BEML,1
128012548,BEL,1
128013316,BEPL,1
128014852,BIHSPONG,1
128015108,BINANIIND,1
128015364,BIRLACABLE,1
128017156,BLUESTARCO,1
128017412,DISAQ,1
128017668,QUESTCAP,1
128018948,BPL,1
128019972,OAL,1
128021252,CENTEXT,1
128021508,CESC,1
128021764,CHAMBLFERT,1
128022020,EXIDEIND,1
128022276,CIPLA,1
128022788,DICIND,1
128023556,CRISIL,1
128023812,CGPOWER,1
128024580,DABUR,1
128024836,DALMIASUG,1
128025860,ARVIND,1
128026372,BHEL,1
128026628,HINDPETRO,1
128027140,IFCI,1
128027652,MTNL,1
128027908,MRPL,1
128028164,CHENNPETRO,1
128028676,SBIN,1
128028932,SAIL,1
128029188,TITAN,1
128029700,IDBI,1
128029956,DCW,1
128030468,DHAMPURSUG,1
128030724,DIAMINESQ,1
128031492,ELANTAS,1
128031748,DRREDDY,1
128032004,EIDPARRY,1
128032260,PGHL,1
128032772,ELECTCAST,1
128034052,ESABINDIA,1
128034564,EPL,1
128034820,ESTER,1
128036356,FGP,1
128036612,PHCAP,1
128036868,FINCABLES,1
128037636,COCKERILL,1
128037892,UFLEX,1
128038404,FOSECOIND,1
128038660,GOLDENTOBC,1
128039172,GANESHBE,1
128040708,METROGLOBL,1
128040964,GTL,1
128041732,GODFRYPHLP,1
128041988,GODREJIND,1
128042244,KANSAINER,1
128042500,GOODRICKE,1
128043012,GOODYEAR,1
128043524,GTNINDS,1
128043780,GHCL,1
128044292,GFLLIMITED,1
128044548,GLFL,1
128045828,HCL-INSYS,1
128046084,HDFCBANK,1
128046596,HEROMOTOCO,1
128046852,HFCL,1
128047108,HSCL,1
128047364,HCC,1
128047620,HINDOILEXP,1
128047876,AGI,1
128048132,HINDZINC,1
128048388,NDLVENTURE,1
128048900,HMT,1
128049156,PRAGBOS,1
128049412,HLVLTD,1
128050948,IGPL,1
128051460,INDIAGLYCO,1
128051716,INDLEASE,1
128052740,MARGOFIN,1
128052996,INDORAMA,1
128053508,INFY,1
128053764,INGERRAND,1
128054532,ITHL,1
128054788,IONEXCHANG,1
128055044,ATFL,1
128056068,JISLJALEQS,1
128056324,JASCH,1
128057092,JCTLTD,1
128058116,JINDALPOLY,1
128058372,JSWSTEEL,1
128059140,UMANGDAIRY,1
128059652,KAJARIACER,1
128059908,KAKATCEM,1
128060164,KSL,1
128060932,WHIRLPOOL,1
128061188,KGDENIM,1
128061444,KINETICENG,1
128061700,KIRLOSBROS,1
128062212,KIRLOSIND,1
128062724,KIRLFER,1
128062980,ENVAIREL,1
128063236,KOTAKBANK,1
128063492,KRIFILIND,1
128063748,KSB,1
128064004,LGBBROSLTD,1
128064260,TRENT,1
128064516,LMW,1
128064772,LICHSGFIN,1
128065796,LUPIN,1
128066308,LYKALABS,1
128066564,RAMCOCEM,1
128067076,HYBRIDFIN,1
128067588,MAFATIND,1
128067844,MAHSEAMLES,1
128068100,MAHSCOOTER,1
128068356,MAJESAUT,1
128068612,MANALIPETC,1
128069124,BARODARY,1
128069380,MFSL,1
128070916,MIDINDIA,1
128071428,MIRCELECTR,1
128071684,CENTENKA,1
128072196,MODTHREAD,1
128072708,LORDSCHLO,1
128072964,SPICEJET,1
128073732,MOREPENLAB,1
128074244,MRF,1
128074756,HEIDELBERG,1
128075268,NCC,1
128075524,VEDL,1
128075780,NAHARSPING,1
128076292,NAPEROL,1
128076804,GRASIM,1
128077316,PEL,1
128077828,NIITLTD,1
128078340,JAYKAY,1
128078596,NIRLON,1
128079876,ONGC,1
128080132,OILCOUNTUB,1
128080388,ORIENTHOT,1
128081156,OSWALAGRO,1
128081668,INDSUCR,1
128082436,PANCM,1
128083204,RELIANCE,1
128083716,PILITA,1
128084484,RAYMOND,1
128084740,PIDILITIND,1
128085252,PIXTRANS,1
128085764,BIRLACORPN,1
128086020,SURYAROSNI,1
128086276,PRIMESECU,1
128086532,PRSMJOHNSN,1
128086788,RAIN,1
128087556,PRUDMOULI,1
128087812,AMJLAND,1
128088580,PUNJCOMMU,1
128089604,RSWM,1
128090628,RAJSREESUG,1
128090884,RALLIS,1
128091140,RAMANEWS,1
128091396,RAMAPPR-B,1
128091652,RAMAPETRO,1
128092164,RAPICUT,1
128093444,WELSPLSOL,1
128093700,ROLTA,1
128093956,RUBFILA,1
128094212,PATANJALI,1
128094724,SALORAINTL,1
128096772,JINDALSAW,1
128097284,JKLAKSHMI,1
128099076,SHREECEM,1
128099332,SKPMIL,1
128099588,SILVERLINE,1
128099844,RELINFRA,1
128102404,TATAPOWER,1
128102916,SPMLINFRA,1
128103172,SUNDRMFAST,1
128103428,SUNFLAG,1
128103684,SPLPETRO,1
128104196,SWARAJENG,1
128104452,TATAELXSI,1
128104964,ACC,1
128105220,THERMAX,1
128105476,TIRUMALCHM,1
128105732,THOMASCOOK,1
128105988,TIMEX,1
128107012,TOKYOPLAST,1
128107524,TORNTPHARM,1
128107780,TPINDIA,1
128108036,TRANSCHEM,1
128108804,AMBUJACEM,1
128109060,UTLINDS,1
128109828,UNIENTER,1
128112388,VHL,1
128112644,HINDALCO,1
128113668,WSTCSTPAPR,1
128114948,HOCL,1
128115204,MPILCORPL,1
128116740,PASUPTAC,1
128117252,KORE,1
128117508,PGHH,1
128117764,MUKANDLTD,1
128118532,BBOX,1
128118788,UCAL,1
128119556,HARRMALAYA,1
128120068,FEDERALBNK,1
128120324,TATASTEEL,1
128120836,SKFINDIA,1
128122116,ASHOKLEY,1
128122884,CUMMINSIND,1
128123652,TATACOMM,1
128124932,ABBOTINDIA,1
128125444,BAJAJHLDNG,1
128126212,BHARATFORG,1
128126724,ESCORTS,1
128128004,HINDMOTORS,1
128130564,LT,1
128133124,M&M,1
128135684,BOSCHLTD,1
128138244,PREMIER,1
128140036,BPCL,1
128140804,SIEMENS,1
128145924,TATAMOTORS,1
128147204,VOLTAS,1
128158724,GESHIP,1
128165124,DEEPAKFERT,1
128166404,EXCELINDUS,1
128167684,GRWRHITECH,1
128168964,GLAXO,1
128171524,GNFC,1
128172036,NOVARTIND,1
128172548,SANOFI,1
128174084,PFIZER,1
128176644,GSFC,1
128178180,HINDUNILVR,1
128181764,AKZOINDIA,1
128186884,NOCIL,1
128197124,TATACHEM,1
128198916,TNPETRO,1
128199684,ZUARIIND,1
128202244,NESTLEIND,1
128204804,TATACONSUM,1
128209924,ASIANPAINT,1
128211204,BRITANNIA,1
128212484,COLPAL,1
128215044,EIHOTEL,1
128217604,INDHOTEL,1
128222724,CASTROLIND,1
128224004,ITC,1
128224516,APOLLOTYRE,1
128224772,CEATLTD,1
128227844,MODIRUBBER,1
128240644,FINPIPE,1
128284164,SUNRINV,1
128284420,ZGOLDINV,1
128292868,PEOPLIN,1
128293892,DSINVEST,1
128294404,CENTRUM,1
128294660,KARTKIN,1
128317956,TCIFINANCE,1
128322820,KRATOSENER,1
128325124,ANTARIKSH,1
128331524,IITL,1
128332292,INDPRUD,1
128333060,TATAINVEST,1
128335620,JAYBHCR,1
128336388,PRISMX,1
128343812,MOTOGENFIN,1
128345860,RAPIDIN,1
128350724,WALCHPF,1
128354820,ZSWASTSA,1
128356100,WHBRADY,1
128363780,TECHNVISN,1
128364292,SHAILY,1
128364804,BBTC,1
128366084,BOMBCYC,1
128372484,GREAVESCOT,1
128378116,MULLER,1
128378628,SFTL,50
128415236,AMALGAM,1
128417284,ANANDPROJ,1
128435204,INDIANVSH,1
128468740,COASTCORP,1
128469252,CHOWGULSTM,1
128473092,GLOBOFFS,1
128497924,DHENUBUILD,1
128515844,ASIIL,1
128535044,SAGCEM,1
128546052,HEMACEM,1
128547076,DECCANCE,1
128552196,MANGLMCEM,1
128555012,NCLIND,1
128556804,SAURASHCEM,1
128558084,SHREDIGCEM,1
128568068,BORORENEW,1
128576004,LERTHAI,1
128581380,RASSIREF,1
128583940,TRIVENIGQ,1
128587268,NILACHAL,1
128596484,ANDHRAPAP,1
128602884,BALKRISIND,1
128619524,ORIENTPPR,1
128625924,CITADEL,1
128626692,ROLLT,1
128627204,SESHAPAPER,1
128662276,NATHIND,1
128662788,VAPIENTER,1
128721924,DCM,1
128729604,ZGAEKWAR,1
128733444,FORBESCO,1
128735492,HPCOTTON,1
128740612,UNITEDINT,1
128742660,JAMSHRI,1
128750852,KATRSPG,1
128751876,KESORAMIND,1
128757252,LAKSHMIMIL,1
128764420,VTL,1
128775940,PENINLAND,1
128791556,PASUSPG,1
128793604,PHOENIXLTD,1
128793860,MARATHON,1
128800516,RAJABAH,1
128809476,RELCHEMQ,1
128811268,RUBYMILLS,1
128826628,SIMPLXREA,1
128847364,SWANENERGY,1
128857348,VICTMILL,1
128927236,ZSVTRADI,1
128927748,ZSVARAJT,1
128928260,KSHITIJ,1
128930564,SALSAIN,1
128931588,INDSOYA,1
128932100,ZODIACVEN,1
128936196,VEERENRGY,1
128936708,SW1,1
128937732,TILAK,1
128939780,UNIJOLL,1
128940804,WAGEND,1
128942340,ELCIDIN,1
128943364,MEDIAONE,1
128944388,HEALINV,1
128946180,SHRENTI,1
128952836,BANSWRAS,1
128965636,MODWOOL,1
128966660,MODIPON,1
128973828,SHRIDINE,1
128974340,SRF,1
128975620,SIYSIL,1
128976900,SWADPOL,1
128982276,SHRAJSYNQ,1
128988932,SHRMFGC,1
128996612,ZSATYASL,1
129013764,BBL,1
129024004,ELPROINTL,1
129031172,GEE,1
129033220,HIRECT,1
129038852,NIPPOBATRY,1
129041156,ZENSARTECH,1
129043460,JYOTI,1
129044484,JSLINDL,1
129045508,KAYCEEI,1
129047556,INDOKEM,1
129047812,PANAENERG,1
129052676,NELCO,1
129057796,PERMAGN,1
129069060,HIGHENE,1
129070084,STDBAT,1
129078276,UNIVCABLES,1
129080324,WSI,1
129085444,DLTNCBL,1
129090052,LAKSELEC,1
129093892,MODULEX,1
129097220,DELTAMAGNT,1
129111044,LONGSPUR,1
129111300,RELTD,1
129112580,RRP,1
129113860,EMPOWER,1
129115140,ZMULTIPU,1
129117444,RIDHISYN,1
129118468,GRANDMA,1
129118724,ZARDIINV,1
129120004,SOFTBPO,50
129120772,NYSSACORP,1
129121284,FLOMIC,1
129124356,KRISHNA,1
129125636,GANHOLD,1
129125892,SJCORP,1
129178884,UNIABEXAL,1
129181188,SARDAEN,1
129188612,BWLLTD,50
129189380,BGWTATO,1
129189892,BOMBWIR,1
129195780,CHASBRT,50
129211140,AZADIND,1
129213700,INDIANHUME,1
129214980,INLCM,1
129225220,INVPRECQ,1
129231364,INFORTEC,1
129239044,KAIRA,1
129249028,ORIENTCER,1
129249796,NATIONSTD,1
129255172,RATHIST,1
129256452,DUNCANENG,1
129259012,SANDUMA,1
129269508,STOVACQ,1
129270020,TATAYODOGA,1
129273092,CHOLAHLDNG,1
129276932,ZWELCAST,1
129279492,WMINIMT,50
129282564,AUTOAXLES,1
129288196,AUTOPRD,1
129289220,ACGL,1
129299204,SETCO,1
129305604,INRADIA,1
129320964,TALBROAUTO,1
129321732,ZFSTEERING,1
129329156,SMLISUZU,1
129330180,TIL,1
129331204,EICHERMOT,1
129334276,JAINEX,1
129335300,ALFREDHE,1
129339396,VELJAN,1
129341956,DYNAMATECH,1
129344004,GGDPROP,1
129345284,GMMPFAUDLR,1
129352452,KIRLPNU,1
129352964,TULIVE,1
129356548,KPT,1
129357316,LXMIATO,1
129361924,LYNMC,1
129362948,MANUGRAPH,1
129366020,HARSHILAGR,1
129367812,MONOT,1
129370884,NESCO,1
129371652,INTEGRAEN,1
129374212,SEMAC,1
129382404,TEXINFRA,1
129385476,WENDT,1
129408516,PSITINFRA,1
129409028,SINDUVA,50
129410308,RESPONIND,1
129411844,SHYMINV,1
129413124,ZHEMHOLD,1
129413892,MAHACORP,1
129414660,DOLATALGO,1
129416452,WESTLIFE,1
129417476,ZEEL,1
129429764,ZKOVALIN,1
129431044,SVPGLOB,1
129432068,MULTIIN,1
129446404,SKYLMILAR,1
129454340,BIMETAL,1
129455364,TAPARIA,1
129456132,BHARATGEAR,1
129456644,BRADYM,1
129457412,LATIMMETAL,1
129459204,ELECON,1
129459972,DECANBRG,1
129461764,GRAUWEIL,1
129462276,HIMTEK,1
129462788,GABRIEL,1
129464324,HERCULES,1
129465604,AQFINTECH,1
129465860,IFBIND,1
129466628,SINGER,1
129468676,INTLCOMBQ,1
129470468,FMGOETZE,1
129472004,JOSTS,1
129482244,SCHAEFFLER,1
129484036,MPCOSEMB,1
129484804,RANEHOLDIN,1
129486596,ROLCOEN,50
129491716,SNL,1
129495044,JAIPAN,1
129497604,MANCREDIT,1
129498628,TRF,1
129503236,WPIL,1
129507844,KENNAMET,1
129508612,HINDHARD,1
129530372,TRITONV,1
129536772,SUDAI,1
129541636,PRAKASH,1
129542148,HVL,50
129546756,ZPRBHSTE,1
129554948,ARSHIYA,1
129555460,GRINDWELL,1
129562884,STANROS,1
129563908,GENESYS,1
129566724,ALNATRD,50
129567236,VOLKAI,1
129568772,PARNAXLAB,1
129570308,GOURMET,1
129573380,VIVIDHA,1
129577220,ISHWATR,1
129577476,TERRAFORM,50
129578500,APIS,1
129581572,VELOX,1
129582084,EMERGENT,1
129583108,KANANIIND,1
129583620,GCKL,1
129584644,ZSARVAMA,1
129585668,ARIHANTSUP,1
129586180,VIKSHEN,1
129586436,BLISSGVS,1
129592836,STYRENIX,1
129596164,ALEMBICLTD,1
129599492,AMNPLST,1
129602564,ANUHPHR,1
129602820,MODISONLTD,1
129608964,BAYERCROP,1
129616132,SASHWAT,50
129629444,CHEMOPH,1
129635844,HEUBACHIND,1
129637124,COROMANDEL,1
129638660,DEEPAKNTR,1
129639684,DMCC,1
129641988,FERMENTA,1
129658884,GOCLCORP,1
129669124,JAYCH,1
129670404,KANORICHEM,1
129671172,KELENRG,1
129671684,KEMP,1
129672196,NITTAGELA,1
129675012,MPAGI,1
129684228,OCCL,1
129687044,PCBL,1
129688836,AMAL,1
129690884,POLYCHEM,1
129694212,PUNJABCHEM,1
129699844,GUJCMDS,1
129700356,SADHNANIQ,1
129703684,SUDARSCHEM,1
129710084,TECILCHEM,1
129711364,ULTRAMAR,1
129711876,TRANSPEK,1
129712644,UNICHEMLAB,1
129723908,MYSORPETRO,1
129732356,ALKYLAMINE,1
129742852,TUTIALKA,1
129745924,ASTRAZEN,1
129754116,PRIMO,1
129754628,TANFACIND,1
129755652,GUJPETR,1
129756932,SWADEIN,1
129757956,MASCH,1
129761028,GUJTHEM,1
129767940,SCBL,1
129771268,MAKERSL,1
129775364,CONTCHM,1
129777412,JBCHEPHARM,1
129777924,IGLFXPL-B,50
129778436,ADVPETR-B,1
129785604,RAJSPTR,100
129786628,APTPACK,1
129787140,BLUECHIPT,1
129831684,JAGAJITIND,1
129838084,KESARENT,1
129844484,TI,1
129859844,EMERALL,1
129868804,RAVALSUGAR,1
129872644,SAKHTISUG,1
129896964,WALCHANNAG,1
129904132,IFBAGRO,1
129913348,KFBL,1
129916420,CAPRO,1
129916932,GMBREW,1
129917444,RANASUG,1
129919492,PICCASUG,1
129923588,SDBL,1
129923844,CJGEL,1
129926660,ASALCBR,1
129927684,THAKKERS,1
129931012,CORAGRO,50
129933316,FOODSIN,1
129940484,IVP,1
129945092,KLRFM,1
129947908,OLYOI,1
129950980,MLKFOOD,1
129957124,POLSON,1
129961732,SAGRSOY-B,1
129967364,WIPRO,1
129968644,ORIBEVER,1
129975556,DHANUKA,1
129983236,TTKHLTCARE,1
129984772,TGVSL,1
129986308,LIMECHM,1
129991428,KANPRPLA,1
129992964,TAINWALCHM,1
129993988,JAGSNPHARM,1
129995268,KHAICHEM,1
129998852,UNTTEMI,50
130000132,NOL,1
130000644,GILLETTE,1
130001156,WIREFABR,1
130003972,ANSALHSG,1
130005252,COMPUPN,1
130006020,MCCHRLS-B,1
130010116,ADDIND,1
130013188,PIONRINV,1
130015236,ASHNOOR,1
130016772,UNITECH,1
130017284,VIPIND,1
130024964,FIBERWEB,1
130025476,LKPFIN,1
130026756,EASTBUILD,1
130032132,MNPLFIN,100
130033668,BAJAJST,1
130034180,KIDUJA,1
130034692,KEYCORP,1
130035716,SHIKHARLETR,1
130037764,GUJHOTE,1
130038276,RAJATH,1
130039300,RASRESOR,1
130040324,PARMCOS-B,1
130043140,JINDHOT,1
130044676,JPTRLES,100
130047492,SIMMOND,1
130082820,BNALTD,1
130172420,HAWKINCOOK,1
130174468,WARRENTEA,1
130194180,COCHMAL,1
130217988,BESTEAST,1
130219524,NEAGI,1
130254596,ISTLTD,1
130256388,COSMOFIRST,1
130268164,DIAMANT,1
130269956,NEWMKTADV,1
130270468,APOLLOHOSP,1
130272004,NITINCAST,1
130279684,SMIFS,1
130279940,EVERESTIND,1
130284036,MSRINDIA,1
130285828,AIRLTD,1
130286852,AYMSYNTEX,1
130288900,PANCARBON,1
130292228,FINKURVE,1
130292740,HBLEAS,1
130294020,SHRICON,1
130294532,TRUSTWAVE,1
130296068,SULABEN,1
130298884,FRONTCAP,1
130301188,NAVNETEDUL,1
130302212,KEDIACN,1
130304772,TRANOCE,1
130306308,AUSOMENT,1
130307844,THAKRAL,1
130309124,RUCHINFRA,1
130310660,VJTFEDU,1
130313732,VOLLF,1
130314244,NETLINK,1
130315780,TRILIANCE,1
130316292,LANCORHOL,1
130317060,INDINFO,1
130317572,BANASFN,1
130318084,VISAKAIND,1
130321668,INFOMEDIA,1
130322692,HATHWAYB,1
130324228,GUFICBIO,1
130325508,PHOTON,1
130329348,OSWALEA,50
130342916,GRPLTD,1
130345476,INDAG,1
130354180,MMRUBBR-B,1
130360324,PTL,1
130366212,TVSSRICHAK,1
130412292,SEL,1
130416132,BENARAS,1
130418948,BHAGWOX,1
130424324,BOMOXY-B1,1
130424836,CRAVATEX,1
130426884,BERGEPAINT,1
130428420,CAPRIHANS,1
130428932,GRAPHITE,1
130430980,ITDCEM,1
130438404,EMPIND,1
130443780,GRAVISSHO,1
130446596,GARFIBRES,1
130448132,GARWAMAR,1
130449156,GOACARBON,1
130456836,HARDCAS,1
130465540,HEG,1
130466564,HINDCOMPOS,1
130470404,ZHINDHSG,1
130476804,HIL,1
130481156,INDIANCARD,1
130485508,INTLCONV,1
130487044,JAYSREETEA,1
130491396,KOTIC,1
130498564,MODRNSH,1
130504196,OSEASPR,1
130513924,HUHTAMAKI,1
130517764,PREMSYN,1
130520324,RJSHAH,50
130526724,SHAHCON,1
130527748,SHALPAINTS,1
130531076,SINNAR,1
130533124,HINDMILL,1
130536964,ZSOUTGAS,5
130538756,TECHCON,1
130542084,SUPREMEIND,1
130545924,THACKER,1
130549764,UPHOT,1
130551300,VSTIND,1
130622724,SWASTIVI,1
130816004,MADHUSE,1
130819076,YAMNINV,1
130820100,PREMCAP,1
130820612,ZMILGFIN,1
130824708,JINDRILL,1
130828292,KUSUMEL,1
130831364,JUMBFNL,1
130832900,SAKTHIFIN,1
130834948,EASYFIN,1
130835460,SATINDLTD,1
130839556,JMDVL,1
130840580,TVOLCON,1
130843652,SHIVATEX,1
130844164,VBDESAI,1
130845700,QUADRANT,1
130847236,1STCUS,1
130849540,KAMANWALA,1
130853636,WSFX,1
130855172,ANJANIFOODS,1
130859268,RKDAGRRTL,1
130861060,PARSHWANA,1
130863364,RAJVI,1
130863876,MILLENNIUM,1
130865668,ICDSLTD,1
130866180,CANFINHOME,1
130867204,MUNCAPM,1
130869252,IVC,1
130871812,SHRIRAMFIN,1
130878212,CHOLAFIN,1
130878980,BOMTALKIES,1
130881028,SAGARSYST,1
130882564,IDINFO,1
130901252,VLSFINANCE,1
130906884,INDCEMCAP,1
130907908,ADMANUM,1
130912516,MEHIF,1
130916100,INTRGLB,1
130918660,MCLTD,1
130921220,SHRISTI,1
130921732,CREST,1
130926340,VAKRANGEE,1
130928900,GUJCRED,1
130930436,SYLPH,1
130931460,DHARFIN,1
130934532,ALEXANDER,1
130937092,INDBANK,1
130942212,SHRYDUS,1
130944260,BHARAT,1
130945284,CAPTRUST,1
130945796,USHAKIRA,1
130946308,VIVOBIOT,1
130949892,VEERHEALTH,1
130950404,PANINDIAC,1
130952452,SAHARAHOUS,1
130952964,NDASEC,1
130953988,SUPRATRE,1
130955012,GSBFIN,1
130956548,MORARKFI,1
130957060,MONARCH,1
130958596,PROFINC,1
130959108,TIMESGTY,1
130960132,SANCF,1
130962180,SODFC,1
130963716,SAVFI,1
130965764,REGTRUS,1
130966788,AVONMORE,1
130967812,LIBORDFIN,1
130969860,YASHMGM,1
130970884,ARIHANTCAP,1
130971908,ISLCONSUL,1
130972420,DCMFINSERV,1
130976260,RRFIN,1
130976772,FEDDERSHOL,1
130977284,SAMBHAAV,1
130978308,DUGARHOU,1
130980868,OMEGAIN,1
130983428,SUGALDAM,1
130984452,NETTLINX,1
130984964,PREMCAPM,1
130985988,BGIL,1
130988036,SCANSTL,1
130989060,GICHSGFIN,1
130992132,MATHEWE,1
130993156,AJCON,1
130994180,CHRTEDCA,1
130995204,STANCAP,1
130995716,YOGI,1
130997764,CUBIFIN,1
130998276,RELICTEC,1
130998788,NIMBSPROJ,1
130999300,INVIGO,1
131001348,BAIDFIN,1
131001860,VIPULLTD,1
131002372,KZLFIN,1
131002884,AVASARA,1
131003908,PASUFIN,1
131004932,MEHSECU,1
131005444,MEHTAHG,1
131005956,UGROCAP,1
131009028,SAHLIBHFI,1
131009540,ABIRAFN,1
131010052,MANSIFIN,1
131010564,SEVENHILL,1
131011588,AASTAFIN,1
131012100,MUTHOOTCAP,1
131012612,MASTERTR,1
131073028,ZNILKENG,50
131074052,EFCIL,1
131075588,SOBME,1
131076612,CNIRESLTD,1
131077124,ZSARACOM,1
131077636,WINROC,1
131078148,NDMETAL,1
131078404,INERTIAST,1
131078660,PHTRADING,1
131081220,KAPILCO,1
131081732,TCC,1
131084036,ROYALIND,1
131084292,LUHARUKA,1
131087364,SHYAM,50
131087876,ZSANMCOM,1
131088132,WARDHEALTH,50
131088388,VISVEN,1
131088644,MRUTR,1
131089412,DECNGOLD,1
131089924,UPL,1
131095300,NIBEORD,1
131095812,CRANESSOFT,1
131096836,SAICOM,1
131097348,EY,1
131097860,TRIPR,1
131098372,NIDHGRN,1
131099908,AVIVA,1
131101444,ROSEMER,1
131101956,TWIROST,1
131105540,SIGIND,1
131109636,KAJALSY,1
131110148,AVANCE,1
131111172,MLINDLTD,1
131112196,TERRAREAL,50
131113220,SECURKLOUD,1
131114244,ABANSENT,1
131115268,CAPRICORN,1
131116804,VAMA,1
131117828,SUNTECK,1
131121924,BENTCOM,50
131122436,SILVERO,1
131126532,CLASELE,1
131127556,PRISMMEDI,1
131128580,SPVGLOBAL,1
131130628,VERITAS,1
131131652,JAYTEX,1
131132676,JAICORPLTD,1
131134724,ZNIVITRD,50
131135236,ASHCAP,1
131137796,SVARTCORP,1
131138820,BAJGLOB,1
131140356,MMWL,1
131141380,TASHIND,1
131142916,AUTOINT,1
131143428,NNTL,1
131146500,ZSPEEDCO,50
131147780,BHAGYANGR,1
131148036,SHANTAI,1
131149060,CHMBBRW,1
131149572,ZMANSOON,50
131156228,SGMART,1
131159300,CESL,1
131160068,ARAVALIS,1
131160324,YASTF,1
131163908,SWORDEDGE,1
131164420,CUPIDALBV,1
131165956,ZSHERAPR,100
131168516,MAGANTR,1
131169028,CRESSAN,1
131169540,STARTECK,1
131172612,SHARDUL,1
131174148,SERA,1
131175428,BENGALS,50
131175684,IPOWER,1
131176452,UNIWSEC,1
131178244,MERCTRD,1
131180804,NIRAVCOM,1
131182340,WHITHAL,1
131182852,ASUTENT,100
131183876,APOLLOFI,1
131184900,ENBETRD,1
131185412,GANONPRO,1
131185924,DEVITRD,100
131187972,SHRJAGP,1
131188484,LLOYDSME,1
131190020,PUNCTRD,100
131190532,LLOYDSENT,1
131194116,BETXIND,1
131194628,VIRYA,1
131195140,POLYTEX,1
131196164,DHANCOT,1
131197188,OASISEC,1
131198212,GARNETINT,1
131199748,SHALPRO,1
131201284,MEENST,1
131202820,VARUNME,1
131204356,VINVANI,1
131204868,DONEAR,1
131206916,SUPER,1
131207428,SEQUENT,1
131207940,STCINDIA,1
131213572,ZENITHEXPO,1
131215108,KOHINOOR,1
131216644,NEELKANTH,1
131218692,AVANTIFEED,1
